TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_IV_A_VL_PL;TAB_IV_B_VL_PL_MEDIO
Classe;45.359.065/0001-66;JCI IV B - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;14782965.47;14384091.11
Classe;45.383.797/0001-91;NICE 2TM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;3619935.05;6392543.69
Classe;45.425.498/0001-72;K-FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-02-28;14886742.84;10566366.17
Classe;45.445.355/0001-22;BEMOL CRÉDITO PESSOAL FIDC FINANCEIROS DE RESPONSABILIDADE LIMITADA;2025-02-28;791499704.21;0.00
Classe;45.512.077/0001-89;EDANBANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;4956754.87;4976983.14
Classe;45.523.682/0001-55;TITAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;30559811.49;30479977.77
Classe;45.523.699/0001-02;VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;87357503.40;85327855.71
Classe;45.523.882/0001-08;SC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;39963104.21;36159112.37
Classe;45.525.103/0001-03;JOB FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;16879004.12;15979388.51
Classe;45.525.150/0001-57;CITRINO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;17669868.75;17473620.96
Classe;45.598.747/0001-21;SUMUP SOLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILI;2025-02-28;111689964.07;149023563.73
Classe;45.616.130/0001-91;EDANBANK CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;4871063.89;4931394.01
Classe;45.653.388/0001-68;QI CRÉDITO PRIVADO PLUS FI EM COTAS DE FI EM EM DIREITOS CREDITÓRIOS;2025-02-28;228470932.78;236216350.62
Classe;45.683.314/0001-74;JGP SECURITIZAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;292391403.07;284286117.62
Classe;45.683.318/0001-52;JGP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HIGH YIELD - RESPONSABILIDADE LIMITADA;2025-02-28;280844149.32;278158196.59
Classe;45.755.835/0001-90;B7 FUNDO DE INVESTIMENTO EM PRECATÓRIOS E DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;38320277.37;37630165.82
Classe;45.756.256/0001-61;OP QI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;121836050.83;120343487.65
Classe;45.772.950/0001-72;LEXIS FEEDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;83578652.35;84229629.86
Classe;45.777.614/0001-12;MR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;34699041.21;33322520.03
Classe;45.778.027/0001-48;INFRA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2025-02-28;141200348.60;141458825.30
Classe;45.810.162/0001-23;LANCE REAL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;8414818.84;8114391.87
Classe;45.829.624/0001-54;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SALES FINANCE - RESPONSABILIDADE LIMITADA;2025-02-28;141975474.54;141944212.92
Classe;45.829.761/0001-99;FARMERS FIRST I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;25412291.21;43302608.03
Classe;45.853.976/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO IX;2025-02-28;85934391.14;92328879.43
Classe;45.880.936/0001-92;ABC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;76439407.79;75977650.67
Classe;45.880.965/0001-54;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SANTAFUSVE RESPONSABILIDADE LIMITADA;2025-02-28;74418955.88;0.00
Classe;45.908.269/0001-09;GRATIAM FLOW FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA;2025-02-28;10947684.67;11329456.61
Classe;45.930.576/0001-96;ACRE BG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;28577395.91;28206174.18
Classe;45.931.917/0001-48;ARGENTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS DE RESPONSABILIDADE LIMITADA;2025-02-28;65908244.79;67442815.56
Classe;45.938.235/0001-67;MAKENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;352351482.44;358251479.14
Classe;45.953.215/0001-65;FS FORTALECE FIDC COMERCIAIS DE RESPONSABILIDADE LIMITADA;2025-02-28;571782133.16;571906885.10
Classe;45.953.246/0001-16;RUMOS DISTRIBUIDORA DE PETRÓLEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;131004990.35;131222199.47
Classe;45.963.673/0001-85;K - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;70963384.76;73173303.31
Classe;45.963.700/0001-10;TECNOMYL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO;2025-02-28;180026765.53;177482191.19
Classe;45.963.809/0001-57;PAYJOY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2025-02-28;375361073.66;361165584.21
Classe;45.964.979/0001-56;LIMELIGHT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIADE LIMITADA;2025-02-28;22823715.89;23054214.27
Classe;46.073.195/0001-09;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-SYNGENTA RESPONSABILIDADE LIMITADA",;2025-02-28;349342799.35;355401254.24
Classe;46.073.588/0001-04;NANBAN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;33813544.93;33460526.79
Classe;46.075.436/0001-40;CREDIT OPPORTUNITIES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;247090145.71;239976577.89
Classe;46.082.697/0001-98;GARSON BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;22285130.19;21832073.30
Classe;46.082.740/0001-15;MUNDIAL  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;28662152.43;30083623.69
Classe;46.082.763/0001-20;MENTORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;162432914.08;176979830.16
Classe;46.082.809/0001-00;SOLIS ITER  CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;209609224.97;206367521.54
Classe;46.082.838/0001-72;ENGENHO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;8684813.38;6383128.66
Classe;46.098.515/0001-77;RVC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;45200881.89;44270656.49
Classe;46.098.560/0001-21;AVANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;84710059.41;83521657.61
Classe;46.157.224/0001-02;SOFISA  CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;269477948.41;274625629.05
Classe;46.191.210/0001-05;SQUARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;77291926.35;72390474.92
Classe;46.230.817/0001-57;NG OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;12784443.74;12670032.35
Classe;46.230.862/0001-01;BIO-STARS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADO;2025-02-28;78382998.32;75927576.16
Classe;46.231.870/0001-72;DAVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;62393616.45;65754618.71
Classe;46.231.905/0001-73;VAIL II PRECATÓRIO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;120030636.17;118207470.66
Classe;46.231.939/0001-68;SÃO CRISTÓVÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2025-02-28;2286842.85;2286954.99
Classe;46.231.978/0001-65;CASA DO  PRECATÓRIO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS;2025-02-28;122510015.92;124208017.52
Classe;46.268.360/0001-70;CEDAR OCTANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;76035461.44;76039815.63
Classe;46.268.912/0001-40;LOGFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;19645442.11;19645442.11
Classe;46.285.106/0001-80;PAGOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;62054531.71;61979418.56
Classe;46.285.154/0001-78;AZURE CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;73044351.48;69708442.46
Classe;46.285.178/0001-27;INNOV FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;4677120.82;4674484.19
Classe;46.285.232/0001-34;ROQUEDAL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;399010422.56;389780676.22
Classe;46.322.877/0001-08;AUGME NAMARI VENTURE DEBT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;62343235.95;59595634.77
Classe;46.322.902/0001-45;BOCAINA VD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;48066094.05;50208395.89
Classe;46.322.919/0001-00;JIVE BOSSANOVA HIGH YIELD FUNDO DE INVESTIMENTO EM COTAS DE FIDC CRÉDITO PRIVADO;2025-02-28;52979369.30;50413935.88
Classe;46.323.013/0001-00;VCE 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;176126890.21;167944943.78
Classe;46.323.053/0001-44;CONLIFE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;15270179.96;19348633.34
Classe;46.323.112/0001-84;AUGME K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;32022456.83;30891222.37
Classe;46.323.185/0001-76;OPI MULTISEGMENTO FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA;2025-02-28;102472625.83;102443653.86
Classe;46.331.116/0001-04;G5 FINTECH II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;34178575.35;34438374.58
Classe;46.339.426/0001-75;VALORA QI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;79510858.41;78655816.53
Classe;46.339.525/0001-57;HOD MULTIPLICA 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;15632989.22;15263345.05
Classe;46.339.885/0001-59;V8 GTO CIC DE CLASSES DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-02-28;43283228.92;37831416.61
Classe;46.390.186/0001-33;SEED FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;134776978.31;133014962.22
Classe;46.390.212/0001-23;LEVER FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2723437.49;3194316.62
Classe;46.390.255/0001-09;CULTURA  AGROMAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;70462371.94;62726946.09
Classe;46.390.267/0001-33;CARAJÁS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;23743678.00;23241341.35
Classe;46.390.299/0001-39;PAGOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;280971891.95;275471212.31
Classe;46.405.697/0001-81;RELOAD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;74839058.05;82105457.64
Classe;46.405.748/0001-75;HORIZONTE CARBON CORP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;3957981.42;3908284.48
Classe;46.420.562/0001-95;PRIMO CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;17760321.27;18638765.76
Classe;46.437.965/0001-47;W CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;48516292.95;47849952.02
Classe;46.439.664/0001-52;VALORA BWM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;264061013.36;261860461.56
Classe;46.442.274/0001-31;FARM III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;94469477.10;93400716.62
Classe;46.449.843/0001-70;SPS ALGARVE DELTA CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;202442964.32;198366624.75
Classe;46.450.551/0001-58;D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2667769813.95;2919484952.92
Classe;46.464.743/0001-13;SOLIS NOCTUA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;34380134.68;31010217.91
Classe;46.473.452/0001-91;MILENIO ATIVY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;66107564.19;66124018.58
Classe;46.494.768/0001-60;UNI PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;7643129.95;7235937.63
Classe;46.521.568/0001-59;REAL INVESTOR CRÉDITO ESTRUTURADO 90 FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;102529078.24;101713163.46
Classe;46.540.487/0001-04;PERSEUS FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE ILIMITADA;2025-02-28;2267408899.38;2247159163.41
Classe;46.610.394/0001-09;LAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;18799293.24;16702954.82
Classe;46.655.552/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BULLLA CARTÕES RESPONSABILIDADE LIMITADA;2025-02-28;342473254.92;0.00
Classe;46.685.622/0001-00;SOLIS SHOR FUNDO DE INVESTIMENTO EM COTAS EM FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;164512886.50;162492231.49
Classe;46.711.630/0001-75;CHEMICAL XII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA;2025-02-28;523989144.25;527839793.86
Classe;46.766.050/0001-85;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION II CONSIGNADOS;2025-02-28;331560905.08;334086736.77
Classe;46.766.118/0001-26;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO Q1;2025-02-28;29565635.97;29436214.38
Classe;46.767.226/0001-13;GUARDIAN MULTI CONSIGNADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;309682174.35;312567036.04
Classe;46.778.766/0001-00;REVESTPAG - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;48393944.15;46634186.82
Classe;46.783.811/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EVEREST MOKA;2025-02-28;442770.93;1119668.60
Classe;46.783.889/0001-21;MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;107095127.28;105158997.72
Classe;46.799.191/0001-02;ARTESANAL FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;49616257.97;49073236.25
Classe;46.799.259/0001-45;LUMINAE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00
Classe;46.799.305/0001-06;INTER SIMPLES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;50096637.92;49466372.87
Classe;46.879.122/0001-09;BOJNICE 421 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESPONSABILIDADE ILIMITADA;2025-02-28;16215922.42;16134669.51
Classe;47.046.831/0001-68;MILÊNIO SUPERNOVA MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;70631615.44;69817273.92
Classe;47.117.579/0001-30;CRÉDITO CORPORATIVO SOLIS ITER  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;133226838.41;131534461.34
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-02-28;52597264.26;43575338.10
Classe;47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;12511453.26;12095597.05
Classe;47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;37510822.66;25568815.86
Classe;47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;68002525.56;67039021.09
Classe;47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;13201731.42;15097516.91
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;233176050.68;229933396.04
Classe;47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;53293527.68;52527698.80
Classe;47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2025-02-28;328602280.99;318767194.63
Classe;47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;157948007.43;0.00
Classe;47.166.884/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING;2025-02-28;1763291126.39;1711156901.47
Classe;47.167.918/0001-93;GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;71709818.76;57882770.34
Classe;47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2025-02-28;74850516.46;75581385.23
Classe;47.227.626/0001-07;BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;15865457.13;15648106.18
Classe;47.227.790/0001-06;SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;1302763034.11;1307673995.89
Classe;47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2894626909.88;2808344910.56
Classe;47.239.731/0001-58;BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;35728554.57;33086967.46
Classe;47.239.759/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA;2025-02-28;67996139.68;64923241.04
Classe;47.240.173/0001-40;CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;235271099.42;210379967.19
Classe;47.240.716/0001-20;PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2025-02-28;17587796.58;17430832.48
Classe;47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2025-02-28;121920476.53;124691946.52
Classe;47.279.584/0001-40;ROMAPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;84255139.36;85101429.23
Classe;47.280.025/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALBAUGH I RESPONSABILIDADE LIMITADA;2025-02-28;372964643.22;0.00
Classe;47.293.897/0001-52;SPECIALE MILENIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;41245110.09;40798717.73
Classe;47.328.080/0001-72;AGROFUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;15957052.17;15763259.71
Classe;47.410.059/0001-11;BRZ TECFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;11309371.59;11342279.32
Classe;47.410.075/0001-04;COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;110687077.84;104119136.98
Classe;47.410.102/0001-49;MÖBIUS TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;72089023.58;71670667.57
Classe;47.410.122/0001-10;MÖBIUS VD TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;38931403.79;38435237.81
Classe;47.410.134/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS IV - E;2025-02-28;61384283.56;63486190.17
Classe;47.424.724/0001-26;MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;485079591.55;478266063.47
Classe;47.425.628/0001-00;BIOENERGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;52445608.41;51788904.31
Classe;47.425.662/0001-77;IOX SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2025-02-28;45349705.93;44786903.82
Classe;47.425.691/0001-39;INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;27656568.42;27625823.85
Classe;47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;159103489.63;133740819.43
Classe;47.425.776/0001-17;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;12019457.03;11927281.54
Classe;47.425.841/0001-04;CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;172153457.15;166945209.90
Classe;47.425.860/0001-30;ATICCA DIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2343684.17;2305163.78
Classe;47.425.887/0001-23;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON UP;2025-02-28;42056140.89;46919686.47
Classe;47.463.370/0001-29;ÍMPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;33924401.63;33091777.54
Classe;47.463.373/0001-62;PANDION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;35988680.37;35603987.94
Classe;47.463.381/0001-09;PCS II PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;622522799.19;611308018.36
Classe;47.463.387/0001-86;SOLDI FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;13993417.95;13503646.83
Classe;47.463.389/0001-75;LEXIS II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-02-28;82987885.09;85165870.43
Classe;47.463.397/0001-11;ARTESANAL CONSIGNADO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;49098168.26;47143070.44
Classe;47.463.403/0001-30;ARTESANAL CP BOLETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;49303829.67;51330469.33
Classe;47.463.408/0001-63;G5 DOCAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;112638833.50;111170771.65
Classe;47.466.676/0001-39;ARTESANAL CDC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;33463993.85;30293400.80
Classe;47.542.777/0001-41;E-JUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-02-28;20151623.46;21103343.80
Classe;47.640.584/0001-23;SOL AGORA GREEN ESG FIDC IS SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2025-02-28;426074251.77;435047204.21
Classe;47.640.619/0001-24;BANQI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1270140.67;1299515.83
Classe;47.669.160/0001-91;XAMA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;1096705.69;1083725.41
Classe;47.669.200/0001-03;FERT-AGRO FUNDO DE INVESTIMENTO EM CADEIAS AGROINDUSTRIAIS (FIAGRO) - DIREITOS CREDITÓRIOS;2025-02-28;115634957.39;110866637.44
