TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
Classe;57.342.603/0001-99;B F PURO SANGUE FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS PADRONIZADOS RESP LIMITADA;2025-02-28;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;57342603000199;FECHADO;N;N;;;;;7794571.87;73.60;7794498.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;7782816.22;7891217.04;0.00;0.00;158514.96;0.00;0.00;0.00;0.00;0.00;0.00;;266915.78;99999999999999;105.71;;;;;;;;;;;;;;;;;11682.05;0.00;0.00;0.00;0.00;;11682.05;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.354.123/0001-48;BLIPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA;2025-02-28;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;BLIPAY FIDC FINANCEIRO RESP LTDA;57354123000148;FECHADO;N;N;;;;;20961321.22;7769.30;19704851.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;18850207.22;18480931.56;35083.87;15198.69;4945800.29;0.00;93654.36;0.00;0.00;0.00;0.00;;4611608.50;34337707000100;114.09;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;854644.68;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1248700.02;500000.00;748700.02
Classe;57.362.995/0001-58;MILK INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;MILK INVEST FIDC;57362995000158;ABERTO;N;N;1;DIAS ÚTEIS;0;DIAS ÚTEIS;90554466.34;5100.00;90482283.44;15079864.50;0.00;15104031.99;585751.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;24167.49;11648657000186;13.51;;;;;;;;;;;;;;;;;75281842.39;54696081.38;20802670.99;7945633.95;0.00;0.00;7768416.00;0.00;0.00;0.00;0.00;;216909.98;05304645000131;83.50;;;;;;;;;;;;;;;;;120576.55;0.00;0.00;0.00;0.00;;120576.55;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;67082.90;67082.90;0.00
Classe;57.363.296/0001-22;LIWE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTO RESPONSABILIDADE LIMITADA;2025-02-28;S;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;57363296000122;FECHADO;N;N;;;;;12423565.23;0.00;12423565.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;12306948.05;12306948.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;08088938000893;43.55;11938932000104;39.39;08088938000117;10.70;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;116617.18;0.00;0.00;0.00;0.00;;0.00;116617.18;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.373.422/0001-20;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BULLLA CHEQUE EMPRESA;2025-02-28;S;15.489.568/0001-95;INTRA INVESTIMENTOS DTVM LTDA;;57373422000120;FECHADO;N;S;;;;;101620.37;377.45;101242.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;101242.92;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.377.181/0001-97;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS POUPACRED II RESPONSABILIDADE LIMITADA;2025-02-28;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;57377181000197;FECHADO;N;N;;;;;24114108.43;1000.00;24111375.49;22014135.61;22014135.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;34337707000100;77.83;32402502000135;14.06;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2095934.62;0.00;0.00;0.00;0.00;;2095934.62;0.00;0.00;0.00;0.00;1305.26;0.00;;0.00;0.00;0.00;0.00;1732.94;0.00;0.00;0.00;1732.94;0.00;0.00;0.00;0.00;0.00
Classe;57.377.642/0001-21;ITAÚNA PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;S;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.;?nica;57377642000121;FECHADO;N;N;;;;;13693487.47;5004.90;13682505.84;8725088.22;8645088.22;80000.00;80000.00;0.00;0.00;8725088.22;8725088.22;0.00;0.00;0.00;;0.00;4814657000143;39.42;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;4957417.62;0.00;0.00;0.00;0.00;;4957417.62;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5976.73;5976.73;0.00
Classe;57.377.862/0001-55;AEDGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;S;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;57377862000155;FECHADO;S;N;;;;;150984142.53;30000.00;150954142.53;150796891.57;150796891.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;157250.96;0.00;0.00;0.00;0.00;;157250.96;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.378.455/0001-62;TERTON FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;S;47.215.387/0001-67;CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;TERTON;57378455000162;ABERTO;N;N;;;;;14793318.04;1000.00;14792318.04;14740533.49;14740533.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;00502754000140;23.45;00502754000654;16.61;00502754001200;14.74;00502754000905;11.98;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;51784.55;0.00;0.00;0.00;0.00;;51784.55;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.378.463/0001-09;SOLFARMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;S;24.361.690/0001-72;LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;57378463000109;FECHADO;N;N;;;;;106819925.81;162546.11;106656850.30;91778140.39;81522307.39;0.00;0.00;10255833.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999998;65.47;99999999999997;24.78;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;14878709.91;0.00;0.00;0.00;0.00;;14878709.91;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;529.40;529.40;0.00
Classe;57.382.221/0001-99;CREDIT FORT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;N;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;CREDIT FORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;57382221000199;FECHADO;N;S;;;;;139605850.20;0.00;138884258.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3030143.94;0.00;0.00;0.00;0.00;;3030143.94;0.00;0.00;0.00;0.00;0.00;135854114.97;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;721591.29;721591.29;0.00
Classe;57.391.433/0001-32;MLC ISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;FIDC MLC ISE;57391433000132;FECHADO;N;N;;;;;41784277.88;1000.00;41783277.88;32998703.45;32998703.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;21562855000186;319.57;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;8784574.43;0.00;0.00;0.00;0.00;;8784574.43;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.391.695/0001-05;SIMPLIX FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA;2025-02-28;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;SIMPLIX FGTS;57391695000105;FECHADO;N;N;;;;;100000.00;100000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.391.980/0001-18;CLASSE ÚNICA DE COTAS DO FIC FIDC GUARDIAN II DE RESPONSABILIDADE LIMITADA;2025-02-28;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;FIC FIDC GUARDIA;57391980000118;FECHADO;N;N;;;;;13894598.37;1000.88;13893597.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;33881.37;0.00;0.00;0.00;0.00;;33881.37;0.00;0.00;0.00;0.00;0.00;13859716.12;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.400.405/0001-34;SPECIAL SITUATIONS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;S;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.;?nica;57400405000134;FECHADO;N;N;;;;;27129238.58;105.02;27129133.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;18802670.89;0.00;0.00;0.00;0.00;;18802670.89;0.00;0.00;0.00;0.00;0.00;8326462.67;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.407.013/0001-05;VARYAGI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PÚBLICO RESPONSABILIDADE LIMITADA;2025-02-28;N;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILI?RIOS LTDA;VARYAGI I FIDC;57407013000105;FECHADO;N;N;;;;;81919426.28;1959028.25;79960398.03;79102857.03;79028031.47;0.00;0.00;96314.54;0.00;0.00;0.00;0.00;0.00;0.00;;21488.98;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;857541.00;0.00;0.00;0.00;0.00;;857541.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.409.698/0001-10;BOA VISTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILI?RIOS LTDA;;57409698000110;FECHADO;N;N;;;;;11125045.47;0.00;11125045.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;769088.10;0.00;0.00;0.00;0.00;;769088.10;0.00;0.00;0.00;0.00;0.00;10355957.37;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.414.978/0001-17;ORION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILI?RIOS LTDA;;57414978000117;FECHADO;N;N;;;;;2146620.33;0.00;2146620.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;108124.89;0.00;0.00;0.00;0.00;;108124.89;0.00;0.00;0.00;0.00;0.00;2038495.44;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.437.688/0001-99;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO EVEREST;2025-02-28;S;15.489.568/0001-95;INTRA INVESTIMENTOS DTVM LTDA;;57437688000199;FECHADO;N;S;;;;;1003729.76;11.08;1003718.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;1003718.68;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.437.905/0001-40;BERRINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;S;45.246.410/0001-55;BANCO GENIAL S.A.;;57437905000140;FECHADO;N;N;;;;;222912230.50;382.68;222911847.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;9596728.43;0.00;0.00;0.00;0.00;;9596728.43;0.00;0.00;0.00;0.00;0.00;213315119.39;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.438.580/0001-10;LF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;57438580000110;FECHADO;N;N;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.441.816/0001-78;PROSPER INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL  RESP LIMITADA;2025-02-28;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;57441816000178;FECHADO;N;N;;;;;12367242.55;205.29;12367037.26;9437982.59;9437982.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;74.19;;;;;;;;;;;;;;;;;2677013.83;2677013.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;21.78;;;;;;;;;;;;;;;;;252040.84;0.00;0.00;0.00;0.00;;252040.84;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.441.997/0001-32;F4RES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;57441997000132;FECHADO;N;N;;;;;5535742.47;0.00;5535742.47;5136375.73;3590210.53;0.00;0.00;1603852.17;0.00;0.00;5194062.70;0.00;0.00;0.00;;57686.97;99999999999999;101.31;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;399366.74;0.00;0.00;0.00;0.00;;399366.74;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.449.433/0001-46;SOA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA;2025-02-28;S;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;57449433000146;FECHADO;S;N;;;;;531985227.68;741757.43;531243470.25;523990029.44;523990029.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;7253440.81;0.00;0.00;0.00;0.00;;7253440.81;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.456.281/0001-09;MPA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;MPA FIDC NP;57456281000109;FECHADO;N;N;;;;;30002579.29;0.00;30002579.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;21486879.82;21486879.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;05280269000192;71.69;;;;;;;;;;;;;;;;;8515699.47;0.00;0.00;0.00;0.00;;8515699.47;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.474.036/0001-24;C18 FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-02-28;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;C18 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;57474036000124;ABERTO;N;N;;;;;36180490.88;0.00;36180490.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;31662375.82;31662046.34;0.00;0.00;346.82;0.00;0.00;0.00;0.00;0.00;0.00;;17.34;;;;;;;;;;;;;;;;;;;4518115.06;0.00;0.00;0.00;0.00;;4518115.06;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.506.211/0001-18;NOVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  SERVIÇOS RESPONSABILIDADE LIMITADA;2025-02-28;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;57506211000118;FECHADO;N;N;;;;;29268877.47;0.00;29268877.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;27715761.81;27285692.59;0.00;0.00;549064.55;0.00;0.00;0.00;0.00;0.00;0.00;;118995.33;99999999999999;96.68;;;;;;;;;;;;;;;;;1553115.66;0.00;0.00;0.00;0.00;;1553115.66;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
